"title.text","rating","sentiment_score","has_information_giving","has_information_seeking","has_feature_request","has_bug_report","informative","wordCount","hasQuestionMark","hasExclamationMark","app_name","has_user_exp","informative_withseeking"
"Download this Great game, tons of levels !",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"I like it Great job",4,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Poor Absolutely no good to those of us who do not use programs known as social eg. Twitter or Facebook",1,2,0,0,0,1,1,20,0,0,"Stone Flood",0,1
"Nice Nice",5,1,0,0,0,0,0,2,0,0,"Stone Flood",0,0
"Good game Very addictive. Still has bugs with levels choice",4,1,0,0,0,1,1,10,0,0,"Stone Flood",0,1
"Stone flood Great game. Very challenging with lots of levels.  Its nice to have a game that isnt just about speed",5,1,1,0,0,0,1,22,0,0,"Stone Flood",1,1
"Wow! This has got to be the mostAddictive game ive Ever played. Its like crack for the iPhone.",5,1,0,0,0,0,0,18,0,1,"Stone Flood",0,0
"Great game!! Love this game!!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Addictive Really like the challenge. Good way to pass time.",4,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"Stone flood Great time waster.",5,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Good game Enjoyed playing but have not got the strategy part yet as I often end with a few tiles",4,1,0,0,0,0,0,20,0,0,"Stone Flood",0,0
"Fun Game Addicting game",4,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Somethings missing Fun game. Addicting once you get the hang of it. It does need some music or something in the background. Also, there arent enough seconds to earn extra points. Im on level 65 and have only been able to do it a few times. Other than that its great.",4,1,1,0,1,0,1,51,0,0,"Stone Flood",1,1
"Fun Totally worth checking out- Im a fan!",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Great Update: beginner level 90 got fixed, but now beginner level 96 is impossible. Ive now completed all the levels of intermediate and difficult, so it seems that maybe this one just needs rebalancing. ove this game, but level 90 is impossible. Ive completed harder games in random play with no problem. There is no way 90 can be done with the allotted moves.",4,1,1,0,0,1,1,64,0,0,"Stone Flood",1,1
"Awesome game This game is so awesome .I love this game so much. My whole family plays this game.",5,1,0,0,0,0,0,19,0,0,"Stone Flood",0,0
"Fun & Challenging Fun game that makes me actually have to think! Exercising the brain a little is a plus! Not quite as addictive as a few others, so I mean that in a good way. Wish there were more options though..",4,1,0,0,1,0,1,42,0,1,"Stone Flood",0,1
"Great puzzle Thanks, I like it a lot. Simple to learn, but its a challenge to see how quickly I can solve the puzzles.",5,1,0,0,0,1,1,24,0,0,"Stone Flood",0,1
"Very Entertaining Game I enjoy this game, its hard enough to be a challenge, but simple enough to keep me interested.",4,1,1,0,0,0,1,21,0,0,"Stone Flood",1,1
"Is there any solutions for beginner stage 46? Please let me know if you find one. I tried with many different ways to solve it but I failed.",3,0,0,1,0,0,0,28,1,0,"Stone Flood",0,1
"Fun and challenging Overall I like it a lot. The only real issue is that when youre playing random games you have more tries than when youre playing levels. Might be nice to have a hint option.",4,1,1,0,1,0,1,37,0,0,"Stone Flood",1,1
"Addictive Addictive",5,1,0,0,0,0,0,2,0,0,"Stone Flood",0,0
"Hate update Loved game until dark theme update. Please let us undo update.",1,2,0,0,1,0,1,13,0,0,"Stone Flood",0,1
"Problems with ads I love this game but recently I have had problems with ads popping up constantly. I will not waste my time with the game any more and have deleted it.",1,2,1,0,0,0,1,33,0,0,"Stone Flood",1,1
"Fun and well-paced This game is not only fun and addictive, you progress level by level so it gradually gets harder but is not impossible to beat so its not too frustrating.",5,1,0,0,0,0,0,32,0,0,"Stone Flood",0,0
"Challenging! Never gets boring.",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Recent problem Ive played it for a long time and love it. Ive finished all levels several times. BUT, just recently its been acting up. The same ad keeps popping up every 5 seconds. I click the X on it to get rid of it, then go back to the game screen. Before I can click on a color tile, the ad comes up again. Every other time it will go to the ad or to itunes to download the app. Ive turned off my phone. Ive deleted the app and re-installed it multiple times, but it still happens.  I dont mind ads, but this is ridiculous.  I hope this can be fixed.  Its a 5-star game, but right now its behaving as a 0-star.",2,2,1,0,0,1,1,128,0,0,"Stone Flood",1,1
"Stone Flood Challenging Fun!Always the same, but always different. The rules arent well explained but its fun to learn by doing. I dont understand how the games are scored; just know its fun to play.",5,1,0,1,0,0,0,35,0,1,"Stone Flood",0,1
"Great Love this game, but level 90 is impossible. Ive completed harder games in random play with no problem. There is no way 90 can be done with the allotted moves.",4,1,1,0,0,0,1,31,0,0,"Stone Flood",1,1
"Great brain exercise. If you want to keep your brain sharp, this is the best game for it. It works for me!",5,1,0,0,0,0,0,22,0,1,"Stone Flood",0,0
"Stoneflood This WAS a fun game, now it is garish, boring, annoying, and I need to figure out how to delete it.  Wish I could give it zero stars.",1,2,0,0,0,0,0,30,0,0,"Stone Flood",0,0
"Whats that old saying? If it aint broke dont fix it!Worked perfectly in all the time Ive had this app. Now theres a new user interface (why?) but pretty much all it does now is crash. I get in a random game occasionally but cant choose the other three levels.",2,2,1,0,0,1,1,50,1,1,"Stone Flood",1,1
"Good fun Nice challenges!",4,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Stoneflood Good fun that is not cluttered up with any silly plot.  Mindless, as most games are, but as easy or as challenging as you want it to be.",4,1,0,0,0,0,0,30,0,0,"Stone Flood",0,0
"Fun! This is a great game to pass the time.",5,1,0,0,0,0,0,10,0,1,"Stone Flood",0,0
"Compulsive This simple game works as a stress reliever for me. Its just difficult enough to keep my attention, simple enough to sooth me and compelling to the point of losing an hour or more.",4,1,0,0,0,0,0,35,0,0,"Stone Flood",0,0
"Great Game A lot of fun.  Very challenging. Simple to learn. Very addicting.",5,1,0,0,0,0,0,14,0,0,"Stone Flood",0,0
"Just love it!! I have been playing this app fir a long time and still is one of my favorites! I do like the older version a bit better because the colors are brighter. Yet this particular version is loads of fun!",5,1,1,0,0,0,1,42,0,1,"Stone Flood",1,1
"Fix in-app purchases Fun game; however, in-app purchases are obnoxious at the beginning. One wrong swipe or tap and you have ad tracking.",4,1,0,0,0,1,1,23,0,0,"Stone Flood",0,1
"Great game, small bug, major bummer If you change skins, youre unable to revert back to the original. Sounds petty, but not having the shading on the tiles and the same line weight in the borders really impacts playability. Had to delete and reload app, and lost my progress. Otherwise, its a blast!",3,1,0,0,0,1,1,53,0,1,"Stone Flood",0,1
"Fun Great game..fun addictin challenging but not impossible. Overall five out of five! Amazing",5,1,0,0,0,0,0,14,0,1,"Stone Flood",0,0
"Good game small prob. The only reason why I am not giving this app 5 stars is for one simple reason. Before the last update I had accomplished the majority of the puzzles. After said update I had to start all over. Not cool",4,1,1,0,0,0,1,44,0,0,"Stone Flood",1,1
"SUPER GAME!! Cant believe this isnt top rated yet. Love the game. Addicting. Great time passer and puzzle. One of my faves so far.",5,1,0,0,0,0,0,24,0,1,"Stone Flood",0,0
"great game! cant think of anything I dont like about it! addicting puzzle game",5,1,0,0,0,0,0,14,0,1,"Stone Flood",0,0
"Excellent Stress Reliever Once you get started its hard to stop. Just sit back and relax. Dont let it stress you out. Make it fun.",4,1,0,0,0,0,0,25,0,0,"Stone Flood",0,0
"Entertaining Hooked. Only app I keep deleting and coming back to since I got an phone.",5,1,0,0,0,0,0,16,0,0,"Stone Flood",0,0
"Fun No directions getting started ... Not particularly challenging, but fills waiting time!",3,0,0,0,0,1,1,13,0,1,"Stone Flood",0,1
"Having fun Nice relaxing game, easy to play.",5,1,0,0,0,0,0,8,0,0,"Stone Flood",0,0
"Fun fun fun Great fun, relaxing too!!!",5,1,0,0,0,0,0,7,0,1,"Stone Flood",0,0
"Tons of Fun easy to play, mind numbing game that doesnt seem overwhelmed with ads within.  Love playing this game.",5,1,0,0,0,0,0,21,0,0,"Stone Flood",0,0
"Very addictive This game does not crash, is very addictive and fun. Easy to learn and many difficulty levels and game modes. A must have for quick breaks. But beware.... So easy to slip into just one more round. Lol",5,1,0,0,0,0,0,40,0,0,"Stone Flood",0,0
"Awesome! Great game... Definitely download it!",5,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Great game Hours of enjoyment!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Fun This is a fun puzzle game that isnt mindless.",5,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"Enjoyable I really enjoy this game. I would love more frequent updates, though!",4,1,0,0,0,0,0,13,0,1,"Stone Flood",0,0
"Love it I got so addicted to it is so much fun and u will never get old of it and if u retry the level they give u a new puzzle but it is better. The only thing is in always get done to the last turn and I have one more color leftðŸ˜¡",5,1,0,0,0,0,0,55,0,0,"Stone Flood",0,0
"Great game!!! Very addicting! Thoroughly enjoy playing.",5,1,0,0,0,0,0,7,0,1,"Stone Flood",0,0
"My Favorite iGame, Seriously! What more can I say!  Simply addictive and NEVER crashes!",5,1,0,0,0,0,0,15,0,1,"Stone Flood",0,0
"Love the game but... This latest release said there were new level added. I got excited, I updated and opened it.  New face, so I knew it had really updated, yet when I clicked on play, there were no new levels to the non social media sections (I dont know about them, because I dont connect to those to play).  What gives?",4,1,0,1,0,0,0,64,1,0,"Stone Flood",0,1
"Awesome This game is more addictive than Candy Crush! Nice to be able to play as long as I want and not have limited lives.",5,1,0,0,0,0,0,25,0,1,"Stone Flood",0,0
"Love it A lot of fun.",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"Great game. Want more Love it. Needs more levels.",5,1,0,0,0,0,0,9,0,0,"Stone Flood",0,0
"Ms Mindless pleasure",4,1,0,0,0,0,0,3,0,0,"Stone Flood",0,0
"Stone flood Love it, great game.",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"My game Gets me going",5,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Great! Colors colors <3",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Simple, fun, addictive Rules are simple yet the game is really fun. Challenging to come up with a winning strategy as the boards get harder. No money for more levels so far.",5,1,1,0,0,0,1,32,0,0,"Stone Flood",1,1
"Time killer Good way to kill a little time.",3,1,0,0,0,0,0,9,0,0,"Stone Flood",0,0
"Great time killer!! Never asks for $$$:) Addictive!!",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Fun game This is just a nice straight forward fun game",5,1,0,0,0,0,0,11,0,0,"Stone Flood",0,0
"Love It Fun game!",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Lots of fun Frustrating at higher levels which can take me several tries to solve, but a good challenge.",5,1,0,0,0,0,0,19,0,0,"Stone Flood",0,0
"Cant Put It DownðŸ˜‰ Love this game!  Its addictive, challenging and fun!",5,1,0,0,0,0,0,13,0,1,"Stone Flood",0,0
"Stone Fun to play",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Great Apps This is a must have app.  I play this game when I unwind from a hard day of work",5,1,0,0,0,0,0,22,0,0,"Stone Flood",0,0
"Fun & challenging This is a fun game that keeps you coming back for more. The premiss is simple - turn all the squares one color in a limited amount of moves. But as the challenges increase you will want to keep at it until you succeed.",5,1,1,0,0,0,1,47,0,0,"Stone Flood",1,1
"Addicting Fun game, really addicting, I just wish it would let my music play in the background!",4,1,0,0,1,0,1,17,0,1,"Stone Flood",0,1
"Relaxing Fun, easy, relaxing game with which to unwind and let days tensions drift away.",5,1,0,0,0,0,0,15,0,0,"Stone Flood",0,0
"Addictive! Absolutely LOVE this game!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Love it! Great game!",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Love it! One of my favorite games. Relaxing without being mindless. Would love more levels, but I dont mind replaying the ones I have at all. We need more games like this.",5,1,0,0,0,0,0,32,0,1,"Stone Flood",0,0
"Great I love this game and I wish I had another game to play",5,1,0,0,0,0,0,14,0,0,"Stone Flood",0,0
"Boomer Great mind game. Very addictive",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"Amazing! I simply dont pay attention to the time. I just play it having fun.",5,1,0,0,0,0,0,15,0,1,"Stone Flood",0,0
"A different category of App! Two point: Point #1) I really like playing this App! I like problem solving, and I dont feel the need to race against the timer (important to me). Im both challenged and relaxed by this game and a couple of others. Point #2) This is one of a few Apps that I can both really enjoy and will not keep me from falling asleep. The App can simply allow me to fall asleep while playing it. It is perfect for me.",5,1,1,0,0,0,1,86,0,1,"Stone Flood",1,1
"One of my fave Addicting. Love it.",5,1,0,0,0,0,0,7,0,0,"Stone Flood",0,0
"Great game! Love this game!",4,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Great game About the first game Id bought and still one of the best.  When u have a few spare minutes or when ur just waiting for something, its just the game to play....",5,1,0,0,0,0,0,35,0,0,"Stone Flood",0,0
"Stone Flood A very addicting game and I love it.",5,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"Fun Simple but interesting enough to be a little challenging. Good game",5,1,0,0,0,0,0,12,0,0,"Stone Flood",0,0
"Great game! Simple, fun, addicting. The only suggestion I have for improvement is a zoom feature.",4,1,0,0,1,0,1,16,0,1,"Stone Flood",0,1
"ðŸ’ Addicting AF.",5,1,0,0,0,0,0,3,0,0,"Stone Flood",0,0
"This is great!! What a great game.",5,1,0,0,0,0,0,7,0,1,"Stone Flood",0,0
"ðŸ˜ ITS SO ADDICTING.",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Great app Love it, it really helps pass away hours when there is nothing to do",5,1,0,0,0,0,0,16,0,0,"Stone Flood",0,0
"Fun Simple but addictive",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Really fun game! I enjoy this game so much.",5,1,0,0,0,0,0,9,0,1,"Stone Flood",0,0
"Its funning Its funning!!!",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Good Game! I really enjoy playing this game. Its simple but becomes more difficult to complete the longer you play it. Warning...can be addictive.",5,1,0,0,0,0,0,24,0,1,"Stone Flood",0,0
"I am addicted Nice game, I play it so much I need finger therapy",5,1,0,0,0,0,0,14,0,0,"Stone Flood",0,0
"Fun game This game is fun and sometimes challenging.  I think it helps keep my brain working, also stress relieving!",5,1,0,0,0,0,0,21,0,1,"Stone Flood",0,0
"Great I love the game.",5,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Thumbs up Its A Ok!",4,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Stone Flood Addictive",5,1,0,0,0,0,0,3,0,0,"Stone Flood",0,0
"Stone flood Very addictive and easy enough for my 4year old to understand",5,1,1,0,0,0,1,13,0,0,"Stone Flood",1,1
"Puzzle Lover Love Love LOVE this app! Very addicting once you start!",5,1,0,0,0,0,0,12,0,1,"Stone Flood",0,0
"Awesome game What a fun and frustrating game! So addicting!!!",5,1,0,0,0,0,0,10,0,1,"Stone Flood",0,0
"Its crack This game is addictive. You just have one more tile you got it next time. ( four hours later) you still have one more tile. It is well worth the money.  Wait it was free.",5,1,0,0,0,0,0,38,0,0,"Stone Flood",0,0
"Totally addicted Love this game. Relaxing and addicting all at once.",5,1,0,0,0,0,0,11,0,0,"Stone Flood",0,0
"Amazing! I simply dont pay attention to the time. I make ot pn my own passway! ;)",4,1,0,0,0,0,0,17,0,1,"Stone Flood",0,0
"Love It! Very challenging and addictive.",5,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Impossible Although this game is fun. And I love the concept. Whoever set the time limit for these levels, is delirious. Im really good at these kind of games. Even the easier levels, that actually have more of the same color linked together, are impossible to meet the set time. 71 seconds! To make 51 moves! Ridiculous. Ive made it to the higher levels, after replaying the same ones over and over. Make the higher levels of this game a little more possible, and youll get my 5 stars.",3,0,0,0,1,1,1,89,0,1,"Stone Flood",0,1
"Fun game A lot of fun",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"Stone floods Fun app that makes you think.",4,1,0,0,0,0,0,8,0,0,"Stone Flood",0,0
"Great game! Love the concept of this game.",4,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Addicting!!! This game has held my interest longer than any other Ive played. I really enjoy the challenge of this game and how each game is unique.",5,1,0,0,0,0,0,27,0,1,"Stone Flood",0,0
"Love this game!!! This game is very challenging and I am still working through the levels!",5,1,0,0,0,0,0,16,0,1,"Stone Flood",0,0
"Cool game Love this game!! Totally addictive!!!!",5,1,0,0,0,0,0,7,0,1,"Stone Flood",0,0
"Great game Could not stop playing once I started.",5,1,0,0,0,0,0,9,0,0,"Stone Flood",0,0
"Great!!!!!! Needs more levels.",3,0,0,0,1,0,1,4,0,1,"Stone Flood",0,1
"5 Stars I love this game & all the levels.",5,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"Stone Flood A good challenge.  One of the better games.",4,1,0,0,0,0,0,11,0,0,"Stone Flood",0,0
"At 45 you cant get any further its flu starting. I give this 5 stars to 45 and no stare after",5,1,0,0,0,0,0,21,0,0,"Stone Flood",0,0
"Its so addicted I love it",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"Outrageously addictive!! I cant stop playing. I have another similar game but this one is awesome. I am almost finished with the levels so then what???  Please add more!",5,1,0,0,1,0,1,30,1,1,"Stone Flood",0,1
"Stone flood Great game",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Simple Idea, but Great Fun! Weve really enjoyed this little puzzler! Once you get up in levels a bit, you have to really think ahead to find the best moves...  Great Fun!",5,1,1,0,0,0,1,33,0,1,"Stone Flood",1,1
"Stone flood Grabs the player right away.fun quick,great for any age!goodby bubbles.",4,1,0,0,0,0,0,12,0,1,"Stone Flood",0,0
"Fred Nice pass time",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Great game, but... Level 45 seems to be unbeatable. Ive been stuck on it for days now and no closer to winning it. Far as I can tell the layout doesnt provide enough moves to allow you to complete it and you cant move on to the next level until you beat the previous one. Frustrating.",4,1,0,0,0,1,1,56,0,0,"Stone Flood",0,1
"Very cool Very cool",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Fun game. Relaxing game",4,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Flood it Fun game, it challenges me.",4,1,0,0,0,0,0,7,0,0,"Stone Flood",0,0
"Great game Very fun! Id love for them to add more levels",5,1,0,0,1,0,1,12,0,1,"Stone Flood",0,1
"Fun Love this game!",4,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Stone flood Grabs the player right away.fun quick,great for any age!goodby bubbles",5,1,0,0,0,0,0,12,0,1,"Stone Flood",0,0
"Fun! Its a fun game, but when you catch the strategy to win it gets too easy",5,1,0,0,0,0,0,17,0,1,"Stone Flood",0,0
"Addictive Fun, requires some strategy but not a lot of thinking, lots of levels to achieve",5,1,0,0,0,0,0,16,0,0,"Stone Flood",0,0
"Fun Great to keep busy",4,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Great Great",5,1,0,0,0,0,0,2,0,0,"Stone Flood",0,0
"Fun This is a fun and moderately challenging game. No power ups or gimmicks good time killer.",5,1,0,0,0,0,0,17,0,0,"Stone Flood",0,0
"Love Better than minesweeper",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Pretty awesome Simple, fun, quick game (or, suddenly half an hour is missing)",5,1,0,0,0,0,0,13,0,0,"Stone Flood",0,0
"No Good Its so annoying my keys get freeze, so I just played once. I dont like it :-(",1,2,0,0,0,1,1,19,0,0,"Stone Flood",0,1
"Fun If you like strategy games, this is a good one!",5,1,0,0,0,0,0,11,0,1,"Stone Flood",0,0
"Seemingly simple Yet very amusing and real brain-twister. Good job!",4,1,0,0,0,0,0,10,0,1,"Stone Flood",0,0
"Fun and addictive Awesome game for FREE!  Addictive, so get ready",5,1,0,0,0,0,0,12,0,1,"Stone Flood",0,0
"Great time killer!! Great time killer!",4,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Fun game Fun game for whole family",5,1,0,0,0,0,0,7,0,0,"Stone Flood",0,0
"Fun and addicting The game is mathematical, challenging and fun.",4,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"Addicting, fun I can play 5-6 boards in a row!",4,1,0,0,0,0,0,10,0,1,"Stone Flood",0,0
"This is a very addictive and challenging game! I love it!",5,1,0,0,0,0,0,11,0,1,"Stone Flood",0,0
"Cool game Fun, challenging and addictive!",5,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Good So far the game is just ok.  No big deal.  My keys stick, which is annoying when trying to choose what level of the game I want to play.",3,1,1,0,0,1,1,32,0,0,"Stone Flood",1,1
"App Funny app!  Cant turn it off.",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Addicting game! I love this game! So much fun & my kids even love it. A great way to spend free time. Highly recommended!",5,1,0,0,0,0,0,24,0,1,"Stone Flood",0,0
"Stones Addictive game that stimulates grey matter in the brain as well.  Love it",5,1,0,0,0,0,0,15,0,0,"Stone Flood",0,0
"Fun Highly addictive!",5,1,0,0,0,0,0,3,0,1,"Stone Flood",0,0
"Addictive So simple but takes strategic planning and definitely a skill to be learned over time",5,1,0,0,0,0,0,16,0,0,"Stone Flood",0,0
"Paigey Girl 35 Fun! Not Boring! Challenges your mind!",5,1,0,0,0,0,0,9,0,1,"Stone Flood",0,0
"Most enjoyable Had fun but it got boring in a short period of time. I can definitely see how a variety of such puzzles could be more challenging and entertaining.",4,1,0,0,0,0,0,30,0,0,"Stone Flood",0,0
"Love it Very addictive and fun. Great challenge",4,1,0,0,0,0,0,8,0,0,"Stone Flood",0,0
"Stone flood $ Awesome game for free $",5,1,0,0,0,0,0,8,0,0,"Stone Flood",0,0
"Stone flood Extremely addictive. Super relaxing. Love it",5,1,0,0,0,0,0,8,0,0,"Stone Flood",0,0
"Awesome This app is awesome! I love it!",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Fun brain teaser Thought provoking game.  Addictive time killer.",4,1,0,0,0,0,0,10,0,0,"Stone Flood",0,0
"A help button would be nice It looks good but I have no idea how to play... Instructions would help",2,1,0,0,1,0,1,20,0,0,"Stone Flood",0,1
"Great game Fun and very addictive game, provokes thought and long lasting achievement",5,1,0,0,0,0,0,13,0,0,"Stone Flood",0,0
"Like it Addicting, cant put it down",5,1,0,0,0,0,0,7,0,0,"Stone Flood",0,0
"Fun and addictive! Try it!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Mom3critters Fast, fun & addictive.",5,1,0,0,0,0,0,5,0,0,"Stone Flood",0,0
"Fun Good game.",5,1,0,0,0,0,0,3,0,0,"Stone Flood",0,0
"Positively addictive! Love this game! I never get tired of it, and its a good brain exercise! I just wish it offered more color combinations.",5,1,0,0,1,0,1,25,0,1,"Stone Flood",0,1
"Game I like it",4,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Eye Strain with Updated Version Most of the screenshots above show the old version of the game--easy to view and play (for hours!).  However, they revised the graphics, and now the tiles have a white outline that creates glare.  The ""Level 1"" screenshot above shows the new tiles.  They cause my vision to swim & my eyes to hurt after only a few games.  So I have stopped playing this wonderful game.  Please, Please, Please put the old version of tiles back in the next revision.  This new one creates eye strain & migraines.  :(  And after only a couple of games, the colors start swimming together.",1,2,0,0,1,1,1,115,0,1,"Stone Flood",0,1
"Addictive!! Like any good game is.",4,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Slow, thoughtful game I like it.  It makes you stop and consider the whole board as the ""obvious"" move isnt always the best one.  Its not chess, but it does require stategy to beat the higher levels.",5,1,0,0,0,0,0,39,0,0,"Stone Flood",0,0
"Great challenging game Love this app!",4,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Entertaining and addictive This game is fun and addictive.",5,1,0,0,0,0,0,9,0,0,"Stone Flood",0,0
"Great game to exercise your brain Very fun. I play for relaxation.",5,1,0,0,0,0,0,12,0,0,"Stone Flood",0,0
"Love it! Easy, fun, addicting!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Like solo blokus So good so good so good I blew threw 50 levels in 2 hours its mad addictive",5,1,0,0,0,0,0,20,0,0,"Stone Flood",0,0
"Love it I love that there are a ton of levels so I dont run out right away!",5,1,0,0,0,0,0,18,0,1,"Stone Flood",0,0
"Fun game to play!! Love this game",5,1,0,0,0,0,0,7,0,1,"Stone Flood",0,0
"Incredible I love it",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Awesome I cannot stop playing this game! I have it on my phone, iPod, and iPad!",5,1,0,0,0,0,0,16,0,1,"Stone Flood",0,0
"Stone I am wasting a lot of time on this game but it is too much fun to put down.",5,1,0,0,0,0,0,20,0,0,"Stone Flood",0,0
"A plus Love it Love it!!!!  This game is great",5,1,0,0,0,0,0,11,0,1,"Stone Flood",0,0
"Fun and addictive Fun game!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Fun Lots of fun",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Lots of levels Just when you start to think this is too easy for me. Theres a new level thats much more difficult",5,1,0,0,0,0,0,23,0,0,"Stone Flood",0,0
"What I think Its okay I mean theirs better game but it at least gets me to think",5,1,0,0,0,0,0,18,0,0,"Stone Flood",0,0
"Block flood I love this game !!!!! !!!!!!!!!!!!!!!!!!!!",5,1,0,0,0,0,0,8,0,1,"Stone Flood",0,0
"Addictive Just addictive enough.  Just when I think I have it figured out, I have to replay the level!",5,1,0,0,0,0,0,20,0,1,"Stone Flood",0,0
"Very good Very brain teasing and addicting be prepared to waste some time on this game.",4,1,0,0,0,0,0,16,0,0,"Stone Flood",0,0
"Addicting Great brain game",5,1,0,0,0,0,0,4,0,0,"Stone Flood",0,0
"Quite addicting!! Quite addicting",4,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Fun A simple fun..cant seem to clear the board much but I still like playing",3,1,0,0,0,0,0,15,0,0,"Stone Flood",0,0
"Great Brain Game Addicting. Great game.",5,1,0,0,0,0,0,6,0,0,"Stone Flood",0,0
"Love it Awesome",5,1,0,0,0,0,0,3,0,0,"Stone Flood",0,0
"Love it! Very addicting.",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Stonefloodmaster I love this game!",5,1,0,0,0,0,0,5,0,1,"Stone Flood",0,0
"Challenging Game. As you go up the levels, it gets more and more challenging.  Fun game.",4,1,0,0,0,0,0,17,0,0,"Stone Flood",0,0
"Gamer It takes strategy to complete within the allotted moves.  Its fun!",4,1,0,0,0,0,0,13,0,1,"Stone Flood",0,0
"Pu Great game! So addicting for smart people only",5,1,0,0,0,0,0,9,0,1,"Stone Flood",0,0
"Great App TOTALLY ADDICTING!!!!",5,1,0,0,0,0,0,4,0,1,"Stone Flood",0,0
"Fun game I enjoyed playing this game. I like that you have the opportunity to repeat a level if you dont get through it the 1st time. Only downfall is, the blocks get smaller as you advance through the levels...a bit harder to see.",4,1,0,0,0,1,1,44,0,0,"Stone Flood",0,1
"Ok Its ok does past the time",3,1,0,0,0,0,0,7,0,0,"Stone Flood",0,0
"Bought it Playing with family members across 4 states. Modern version of family game night. Fun!",5,1,0,0,0,0,0,16,0,1,"Stone Flood",0,0
"Love it!!!! I love this game.",5,1,0,0,0,0,0,6,0,1,"Stone Flood",0,0
"Awesome Love it!! Its fun and challenging and has lots of levels",5,1,0,0,0,0,0,12,0,1,"Stone Flood",0,0
"Awesome This is a pretty cool game. Its fun and challenging.",5,1,0,0,0,0,0,11,0,0,"Stone Flood",0,0
"Colored tiles Love this game. Addicting.Cant put down. If you like a challenge this is the game for you.",5,1,0,0,0,0,0,19,0,0,"Stone Flood",0,0
"Addicting. Addicting.",4,1,0,0,0,0,0,2,0,0,"Stone Flood",0,0
"Love It!!! This game is a lot of fun and addicting. Dont play it if you have things to do.",5,1,0,0,0,0,0,20,0,1,"Stone Flood",0,0
"Awesome This game is awesome nd a time killer....this game cant be any better",5,1,0,0,0,0,0,14,0,0,"Stone Flood",0,0
