title.text,rating,has_information_giving,has_feature_request,has_bug_report,informative,wordCount,hasQuestionMark,hasExclamationMark,has_user_exp
And then some! The interface works great and mapping is nice :) Only bug I've seen is Facebook integration at times.,5,0,0,1,1,21,0,1,0
"APD I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!",4,0,0,1,1,39,0,1,0
"Please fix problem with creating play lists and the group button I went in and made a playlist, I unselected the group podcasts button so it would go into my list of pod casts so that I could create playlists like NEWS, TECH, etc... it worked for the FIRST playlist created, now it won't work for any of the others I create, it will ONLY allow to select ALL the podcasts... very strange. Please fix.   The ""GROUP by PODCAST"" button is now dead after creating ONE playlist successfully....  I have uninstalled, reinstalled, rebooted my iphone, etc.
Please help... an AWESOME program otherwise.   I just have a lot of podcasts and need to be able to group them... the iPhone's hard installed video app does that for me ... but I really want to use your program vs. the iPhones app....
Please advise.",3,0,0,1,1,145,0,0,0
It won't work anymore Now it crashes and I can't get in anymore. Please fix!,1,0,0,1,1,15,0,1,0
"Track bites Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.",4,0,0,1,1,28,0,0,0
Expected more... I'm glad I didn't pay the $10 for this app. Every time I try to load it it crashes. There's a 50-50 chance that I will get alerts. I got the app so i would know about warnings and to help keep my family safe. I would not recommend this app unless they fix all these issues. I want something that will work all the time not half the time.,1,0,0,1,1,72,0,0,0
New update :( The new update doesn't work. Won't even open now. Can't believe I paid for this app!! I have found better apps for free!!!,1,0,0,1,1,26,0,1,0
Update bad Crashes after update,1,0,0,1,1,5,0,0,0
App hasn't work for a month now App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.,1,0,0,1,1,25,0,0,0
Horrible update I can't even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star,1,0,0,1,1,32,0,0,0
"Very good app Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. There's not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isn't meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. It's a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.",4,0,0,1,1,132,0,0,0
There is no way to move edited photos to iPhoto on Mac!! After you edit the photos on the iPad there is no way to move them to the iPhoto app on a Mac. They don't update on the Mac. Please fix this.,3,0,0,1,1,43,0,1,0
crashes The effects are really cool. Nothing like instagram. But the app crashes every time I try to save. Needs to be fixed.,2,0,0,1,1,23,0,0,0
Disappointed The upgrade keeps crashing and I can't even get it to work!!!!,1,0,0,1,1,13,0,1,0
terrible doesn't load properly on my 3GS with the latest iOS. used to show picture relating to current weather but not anymore. radar map takes forever to load.,1,0,0,1,1,28,0,0,0
Terrible The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.,1,0,0,1,1,26,0,0,0
"Went from great to unusable This once great app is now useless.  Every address I enter fails.  I was a faithful and constant user before the update, now I am searching for another app that actually works.",1,0,0,1,1,39,0,0,0
"Where's My SkyCaddie??? I have the paid $20.00 version. Worked great until update. Seriously, nothing works now. Greens are not tee boxes and swimming pools are not greens.",1,0,0,1,1,28,1,0,0
"brown rice Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!",1,0,0,1,1,59,0,1,0
"App won't open I downloaded this app so I could load my physical card and take advantage of the $10 free offer but the app won't open. I've rebooted my phone, and deleted and reinstalled the app. No luck. Was there any quality control on this thing?",1,0,0,1,1,47,1,0,0
Recent update crashes This app was great until the most recent update. Now it crashes all the time. Do NOT download until this problem is (hopefully) fixed!,2,0,0,1,1,27,0,1,0
Cool It is the best app ever.,5,0,0,1,1,7,0,0,0
"wow - way to kill a potentially great app! First off, let me say that it looks great...if I could get it to stay up for more than 5 seconds...then it CRASHES!  The concept is wonderful and the app appears to be very nicely done from a user interface standpoint but it is very unstable.  Big disappointment since I use this for my doctoral studies, major failure in the mobility and convenience categories...0 out of 10 for usefulness.",1,0,0,1,1,80,0,1,0
Opted out I was using the app which seemed great until I noticed it was posting to my fb page even though I opted out. Deleted app because it doesn't give you the option again after the fact,3,0,0,1,1,38,0,0,0
"Fix this app Every time I use it, it crashes. If I don't use for 25 days, pinger says they will give away my number. Terrible app.",2,0,0,1,1,27,0,0,0
"Freezes during payment processing The app is fine but the one thing, (and really only thing you need it for) isn't working. I attempted to pay a bill using the credit card already on file and  after several minutes of ""beach ball"" froze the app. I had to go to the website to pay my bill.",3,0,0,1,1,57,0,0,0
"Great app but constantly freezes This is just do frustrating. Only solution is
Delete and re download app. Then it freezes again on camera launch...! Happened for the last month.
Please fix it then I will
Gladly give all
Five stars...!",1,0,0,1,1,37,0,1,0
Fun game but errors Very fun but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I don't get that with other games. Haven't been able to play all day,3,0,0,1,1,45,0,0,0
"Game won't load!!!!! Very aggravating! First, game wouldn't load, just got loading spinner. Now game will load for 1 play then when you try to play again......black screen, loading spinner! Waste of money! Please fix it!!",1,0,0,1,1,36,0,1,0
"Horrible update Ever since iOS 7 update, Dropbox has not worked constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading PLEASE FIX ASAP",1,0,0,1,1,31,0,0,0
"Dropbox not working Since the update, it won't backup to Dropbox",3,0,0,1,1,11,0,0,0
Why not support previous IOS? I have an ipad 1st gen which can not update anymore I want to install dropbox on that device but dropbox can not be installed! I hate it Why not support the previous IOS version? How can we use it?,1,0,0,1,1,45,1,1,0
Crash My iPad works fine when I open Dropbox But every time I open it on my iPhone 4 is either crashes or it continuously pulls up a messiah making it hard to close It needs to fixed Fast Even after the current update just a day ago it is still crashing on IPhone!! This needs to be fixed,1,0,0,1,1,59,0,1,0
"Bugs!!!!! I care more about the functionality than the looks, so this review will say nothing about the updated look  There are some major bugsproblems with the update!!!!  I am no longer given the option to 'open in'  This means, I can look at my Numbers spreadsheets, but I can't 'open in' Numbers, so I can't work with those spreadsheets or enter any info on them  Major issue!!!  It makes dropbox completely useless for me     Please fix this !!!!!",1,0,0,1,1,88,0,1,0
"Bring back colored icons This update makes it harder and slower to use The icons for different file types all look very similar, which makes it slower to scan through and find the desired file The old version used colors, which made it much faster to use",1,0,0,1,1,47,0,0,0
"whiteout horrid on iPad The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility 
Also why is it not possible to change names of files or folders??",1,0,0,1,1,103,1,0,0
"Can't open JPEG with new update Since they did a new update almost all my JPEG take too much time to open or even don't open I need to save the file to see the photo on my iPhone 

How can I have the old version?????",1,0,0,1,1,46,1,0,0
Maximization HOW CAN I CAN MAXIMIZE THE SLIDE SHOW ?! IT DISAPPEARED  BAD UPDATE,2,0,0,1,1,15,1,1,0
Doesn't work on iPad When I open it crashes my iPad,1,0,0,1,1,11,0,0,0
Downloads of favorites can't resume? Im on a crappy hotel wifi that goes in and out Been trying to download a 1gb file for over 2 days now But for some reason dropbox has not allowed favorited downloads the ability to resume  and instead restarts the download from the beginning every time it fails It's almost 2014 We have the technology to RESUME A DOWNLOAD what's the problem here?,2,0,0,1,1,70,1,0,0
"Fix the starred items feature! It does a poor job at retaining the starred items in memory So I wait a long time for an MP3 to buffer, I 'star' it so I won't have to wait next time But then next time it often has to buffer all over again!",3,0,0,1,1,51,0,1,0
Ok Needs to be less crazy,1,0,0,1,1,6,0,0,0
"Could be better Music takes 15 seconds to load after you have selected a song ( doesn't matter if I'm on Verizon LTE or Wifi) also, it doesn't play the next song automatically instead you have to open the app, go back and pick the next song in the folder You can't even hit the 'next' button to skip tracks  Please fix these in the next update!

Running iOS7 Same issues on iOS 6",2,0,0,1,1,74,0,1,0
It's stupid You can't download any videos into your phone Like come on I don't know why yahoo would do this to me making a deal with Dropbox,1,0,0,1,1,28,0,0,0
"iPad app crashes I typically don't leave support as my feedback, but I can't seem to get a response This app crashes each and every time I try to open it on my iPad 3rd gen I use it often on my Iph5 but for some reason here it doesn't work Please update ASAP so it works again",2,0,0,1,1,58,0,0,0
"Not universal It works on a few platforms but I love to keep changing my phones every couple of weeks and this app is not universal on all platforms They need to release this app on more platforms like newer Windows Phone 8 like Lumia 1020 and then it will be true 5 stars Till then, sky drive wins",2,0,0,1,1,59,0,0,0
Great app Beware of newest version Always loved Dropbox Reliable and handy Newest version has menu problems Can't upload Please fix! Thanks!,4,0,0,1,1,22,0,1,0
Please fix I'm having issues with moving my files,3,0,0,1,1,9,0,0,0
App does work I install Dropbox yesterday When I start the App the  dialog box ' app wants your location' appears in an endless loop,1,0,0,1,1,26,0,0,0
Can't use I have not been able to use Please fix,1,0,0,1,1,11,0,0,0
Don't update New update doesn't detail what's changed Now the app doesn't work Just a black screen with a gray bar at the bottom Please fix soon,2,0,0,1,1,27,0,0,0
Doesn't work on iPad mini I get a pop up about push notifications and if I push ok it pops back up again making it completely inoperable I tried changing all the push notification options and it doesn't fix it!,1,0,0,1,1,40,0,1,0
"App fails to install, can't update either This app never installed correctly, I don't see the icon
Nevertheless, it always show up in the App Store under Updates
It always says Installing
I can't update it, can't delete it, can't use it
Only App I've ever seen that does that

ZERO stars!

What a Joke!",1,0,0,1,1,49,0,1,0
Frozen Screen Spent many hours successfully transporting pictures Site then froze when I needed to export All pictures are locked and frozen I keep trying to re- access the app site with no success,1,0,0,1,1,34,0,0,0
"need to fix! somethings wrong with the last update
i only can view pdfs once 
after opening for the first time, cannot view them anymore!

the latest update fixed the issue of crashes and also can view the pdfs without problem thanks a lot for your work!  however there is still a problem which is that when you try using the 'open in' option in other iPad applications, and ask to open in Dropbox, the filed just opened shows up in the iPad Dropbox application, but the Dropbox server is not updated meaning that file is not found in the Dropbox folders if you access the folders in a different devicecomputer, etc",3,0,0,1,1,111,0,1,0
"App is missing Downloaded the latest update and now my app has disappeared, and the App Store won't let me download it again",1,0,0,1,1,23,0,0,0
It keeps sayin updating I can't open the goddamn app,1,0,0,1,1,10,0,0,0
Crashing! Help! I can't open it on my ipad 3 Help! Crash! Crash! Crash!,1,0,0,1,1,14,0,1,0
"App Crashes Thanks, Dropbox  Here I was, thinking Dropbox is one of the greatest inventions since sliced bread  One update, and I can't access my files or photos on my gen 3 IPad  I know it is Presidents' Day weekend, but can someone fix this please?  Maybe you are enjoying time with familysure would be nice to share pics with them",1,0,0,1,1,65,1,0,0
Rubbish Cannot open any saved files,1,0,0,1,1,6,0,0,0
"nightmare The automatic upload feature is ridiculous as there is no intuitive or easy way to stop it  Also, the delete function is confusing and should have some sort of dialog box informing you that you are about to delete a photo on your ipad, not just in dropbox interface, and ask you to confirm that you want to do this  My wife tried to stop the automatic upload and hit the delete prompt thinking that may stop it  We now lost photos of our newborn which we cannot recover  Thank you Dropbox - you just lost us photos we will never get back!",1,0,0,1,1,108,0,1,0
App Fails on 411KB upload The latest revision (as of 10 January 2013) loops endlessly when trying to upload a 411KB file  Had to email it to move to another device,2,0,0,1,1,32,0,0,0
"Reconsidering Update, EN performance has improved considerably (from 2 to 3 stars) since my last review, however the app remains pretty buggy It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words I am borderline thinking of going premium, but also keeping an eye for alternatives Note, some of my problems may be related with some incompatibility of iPad2 with iOS7

Previous review,
After several months of daily use, and building about 1K pretty intensive notes, I was in the process to put a serious long-term commitment to EN- but I've had to seriously rethink this after the problems with the last upgrade The problems I've experienced are not as severe as what others are reporting Mine have been mostly with the iPad 2 version, while the desktop version w MacBook Air has continued to work OK 

On the iPad things have actually improved quite a bit over the past week, in terms of less freezes, when trying to do a search- so for me it is wait and see, to see if EN can get it together The searches have also become less efficient and clunky in all iPad &amp Mac desktop versions I am still working on EN, but will also be on stand-by, and looking for possible alternatives

I don't have many concerns w the new design, as others do-- but I do hope that EN programmers can stay focused on the real issues",3,0,0,1,1,251,0,0,0
"Dec 12 Update Crashes App I love Evernote and have become very reliant on it, one of the apps I can't do without however I am without it now because it crashes on open and will not open on iPhone  DO NOT load the Dec 12 update!  Evernote please fix",1,0,0,1,1,52,0,1,0
Freezes The app has been unbelievably buggy since the last update Cannot trust using it on iPhone (only desktop and iPad),1,0,0,1,1,21,0,0,0
EverCrash Brilliant app but crashes on iPad and iPhone,1,0,0,1,1,9,0,0,0
Dislike this update! I dislike the latest version My notes randomly disappear They are listed under the wrong name (usually by the one that is actually above it) I LOVED the version prior to this one This version is making me lose my confidence that my notes are actually being saved!,2,0,0,1,1,51,0,1,0
"Progressively pretty, functionally worse Evernote is an excellent and indispensable service in my life I'm happy to be a premium subscriber

The mobile app, however, seems to be getting progressively worse The latest version is clunky and buggy Not to mention that 'announcements,' which are essentially ads, now occupy the app's prime real estate If there were an extra-premium subscription that would let me hide those and focus on my work, I'd subscribe!

I love the document photo feature I use it daily In the latest app iteration, though, this feature causes a crash Arg!

I'm an Evernote evangelist, but I honestly could not recommend this mobile app

???
ORIGINAL REVIEW
Thanks for your hard work Happy to be a premium subscriber

Only suggestion add ability to copy note links",2,0,0,1,1,123,1,1,0
"Can't trust it I really wanted a note system I could trust, but Evernote just lost all my notes on the upgrade",1,0,0,1,1,22,0,0,0
Very poor design It seems Evernote did not understand the spirit of iOS 7 The design seems flat for the sake of flatness Usability has been thrown out the door It's very confusing to use the app Simple actions are painfully slow,1,0,0,1,1,42,0,0,0
"I give up Okay Evernote, I hope you are listening You had a great idea But 'note' should not be in your name Call it Eversomething The text formatting makes it virtually impossible to create a note with any form of rich text, bullets, numbered lists, indentation, etc Maybe the underlying code base or architecture makes it difficult to create rich text with proper formatting I don't know, but until this is fixed it is not useful And man I've really tried to like Evernote The synching ability among so many platforms was great But I have to go back to OneNote now Who knows if you will read this But I really wish you would understand this huge weakness in your product And I have done a good amount of googling around to know that I'm not the only one around wanting better text capabilities Please fix this I really want  need a proper Evernote!",2,0,0,1,1,157,0,1,0
"Needs fixing The search function isn't working and I have to sign in every time I open it Evernote needs to fix this Other than that, I love Evernote",3,0,0,1,1,29,0,0,0
"Oops Was just beginning to trust this app until 7 update Quit working for all practical purposes
Will watch for patches and post an updated review I really was wanting this app to be effective They have some silly new process to sell post it notes Not!",1,0,0,1,1,46,0,1,0
"iOS 7 glitches ?The highlighting of words works but the menu that pops up to copy, cut, paste etc Won't stay open long enough to be used
?When placing the cursor over text when the keyboard is open makes the text jump every where but where you want the cursor to be",4,0,0,1,1,51,1,0,0
BROKEN No notes showing up All the notebooks are there but they are all empty Boo,1,0,0,1,1,16,0,0,0
"Lovehate Seems like the Evernote religion has passed me by Perhaps there are handy tools that I am missing trainings that are obvious to all but me But, really! The notes, bullet points, spacing, numbering all fail when i transfer to Word and other systems The resulting formatting problems take longer than just starting over and retyping notes I also find that the left column flickers and the program crashes at every other use About 1 in 4 syncs give an error message 

All that aside, I like calling up notes on my phone, ipad, and desktop (almost) whenever I want If this problematic version is intended to induce me to go for another version, it doesn't In fact, if this version were more solid, I'd be tempted to buy the upgrade",3,0,0,1,1,132,0,1,0
"Problems syncing and opening notes When this app worked, I'd give it 4 stars But shortly after having it I got several errors about inability to sync And then I couldn't open all my notes And now it says trouble reaching evernote server Btw the solution to that 1 (after I tried reinstalling and rebooting) is to log in using user name instead of email (or vice versa Whatever you're having a problem w try the other) But annoying this happens at all 

If it works for you, this is a pretty good app to help you keep all those notes you scribble down and email yourself in 1 place",2,0,0,1,1,110,0,0,0
"HORRIBLE UPDATE!!! Today's update, dated March 1, 2013 is horrible!  Every single time I open up the App, it defaults to the 'Updated' view of all my notes Then, when I select either 'Title', which is how I REALLY WANT to organize my notes, in alphabetical order, or I select 'Created,', the App immediately crashes and closes  I have tried this over 50 times! I tried rebooting my iPadno to avail  I tried deleting the App all together, and then reloaded it, but still the same problem!  This HAS TO BE FIXED ASAP PLEASE!!!!!!!  I can't effectively use my notesit's too much of a hassle to try to look in each month for a note created, and even each month is not in alphabetical order  THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!  I have always been one of your biggest advocates and proponents  If this bug isn't fixed pronto, I will have to delete Evernote permanently, and use a different App!  ARGHHHHHH!!!!!!",1,0,0,1,1,173,0,1,0
"Saved button is missing I was looking for the longest time the save (Favorites feature) button until I noticed that it only appears when iPad is hold in vertical position (upright) This was so weird I usually hold my iPad for trip advisor in horizontal position (sideways), so the button was nowhere to be found? I hope that the tripadvisor fixes this UX usability issue soon",4,0,0,1,1,66,1,0,0
Was greatnow crashes Was an excellent app  Now crashes on iPod touch since last update  Won't open at all Please fix asap!!,1,0,0,1,1,24,0,1,0
"DO NOT RELY ON TA MAPS Locations on maps are incredibly inaccurate Sometimes it's only a few blocks wrong, or maybe a mislabeled street, but I am seeing much worse locations outside of San Miguel de Allende are shown within the downtown area Want to golf? Go horseback riding? Come to the historic Centro, where it is mapped but doesn't exist The most funny in accuracy is the pyramid supposedly a few blocks from my rental house

Next problem, related to this is the 'Near Me' function First, the app couldn't find me Instead, it thought I was in a town two hours away and showed me attractions for that town When I dragged the map to the town I am in there was more of the map craziness, but even worse The few locations that were accurately mapped now shifted to within a block or two from my house

Lastly, the new version is less functional than the previous version And it's a lot less functional than the website

Bottom line is that I am deleting until at least the map issues get fixed I am definitely unhappy with this version",1,0,0,1,1,189,1,0,0
"This Website is a Fraud Most of the hotel reviews, especially from poor hotels, are fake and most likely posted by employees Notice how after a negative review is posted, it is invariably followed by several glowing reviews And because TripAdvisor is paid by the hotels listed on this site they will remove negative reviews if pressured by the hotel",1,0,0,1,1,60,0,0,0
Please fix bug I love this app It helps me a lot when I'm on the trip but one thing that makes me mad that when I click to see the photos It's only show 1 pic and I got stuck I have to delete the app and redownload it again ??????,3,0,0,1,1,52,1,0,0
No Saved Trips Unable to save forum posts that are the most useful suggestions when out on a trip No Saved Trips that you personally put together to assist you when out &amp about with your mobile What good is that? Not many will find a wifi and open their laptop,2,0,0,1,1,51,1,0,0
"Map does not refresh after detail view Then you have to go back to search, and zoom in from a global view Buggy",2,0,0,1,1,23,0,0,0
Lag! Lag! Very Laaagggg! Please fix it!,1,0,0,1,1,7,0,1,0
" Failed to upgrade	I couldn't upgrade to the new version, had to delete the app, now I can't install it again",1,0,0,1,1,21,0,0,0
" Error report	Not ok",3,0,0,1,1,4,0,0,0
" New updates force close	Please fix This new update causes the app to stop all the time and it's irritating Please fix and I'll go back to five stars",3,0,0,1,1,29,0,0,0
" Update issues!	As soon as this was updated it will no longer give me accurate search results! Please fix pinterest!",1,0,0,1,1,20,0,1,0
" Great app	Occasionally freezes or has errors loading & pinning  I have also had issues refreshing feed at timesbut otherwise great app",4,0,0,1,1,23,0,0,0
" Confusing	If you have never used Pintrest it is confusing Now they have a new mapping thing that you have to say if you want to use every pin Also pops up for you to rate it at every log in so save yourself the annoyance and rate it right away",3,0,0,1,1,51,0,0,0
" Keeps telling me to reset my password,because it is in safe mode,but will not send me the email to do so!",5,0,0,1,1,22,0,1,0
 I'm loving it  Mind you it does keep freezing up,4,0,0,1,1,12,0,0,0
" Bots?	I would rate it higher i love the app but it says there are bots on my network and i cannot fix it",1,0,0,1,1,24,1,0,0
" Why run at startup??	Asking for unnecessary permissions Also I do not want the app to run at startup! I would rather uninstall this",1,0,0,1,1,24,1,1,0
" Fck	Fix this cause always error",3,0,0,1,1,6,0,0,0
" Please fix this	Idk it uninstalls in my phone automatically And I ha e to download it again n again",3,0,0,1,1,20,0,0,0
please support older IOS I have a factory refurbished older iPad and it cannot run IOS 7  Can't you make a 'legacy' Dropbox app available for those of us that don't have brand new equipment?,1,0,0,1,1,36,1,0,0
"No preview Older versions of this app used to allow me to preview word, excel and pdf documents While the preview pane is still there the app just tells me the file name and size and does NOT display the content Completely useless",1,0,0,1,1,43,0,0,0
Fix This!! It's way too slow!! Loved this app Then I updated and its like a flipping sloth Ugh!! FIX PLEASE!!,1,0,0,1,1,21,0,1,0
"NA No help function. Wtf??	No idea how it works.  Just kept blowing myself up.",1,0,0,0,0,15,1,0,0
"NA Paid app  and still needs to pay more?	Really?",1,0,0,0,0,10,1,0,0
"NA good game but...	I paid for it and not only do you now charge for all the extras, but you serve me ads too!",1,0,0,0,0,24,0,1,0
"NA Its so slow	Its so slow man.",1,0,0,0,0,7,0,0,0
"NA Sequel only on ios?	So the developer released the ios sequel before android when there are far more android users, are you stupid?",1,0,0,0,0,23,1,0,0
NA Very bad,1,0,0,0,0,3,0,0,0
"NA Waste of money	Not downloading",1,0,0,0,0,5,0,0,0
"NA My gallery app does better than this	Trash",1,0,0,0,0,8,0,0,0
"NA Pathetic
",1,0,0,0,0,2,0,0,0
"NA Galaxy Note2	This paid app Sucks there is NO PM option like on the free app",1,0,0,0,0,16,0,0,0
"NA High hopes shot down...	Been looking for an open office port for Android for quite a while and thought I hit the jackpot with this one unfortunately way too clunky and no way up to optimized for tablets will keep looking",1,0,0,0,0,41,0,0,0
NA This game sucks,1,0,0,0,0,4,0,0,0
"NA Gettin stuck most of the times	I also wasted my 3 quid I think its shame on the N.F.S game designers deciving people like this.. we dont expect these from them.",1,0,0,0,0,31,0,0,0
NA Pile of sh!t worst app ever!,1,0,0,0,0,7,0,1,0
"NA Good but wth	Its a good camera and everything but it used 1.00gb of my data last month. What the heck is that? What is this sending out?",1,0,0,0,0,28,1,0,0
"NA Lame	Just stick to Auto Awesome on Google+.",1,0,0,0,0,8,0,0,0
"NA Not gooood at all >_<	I don't like at all u can download only one pic & i want to download albums or videos tooo that's sucks >_< >_<",1,0,0,0,0,29,0,0,0
"NA summer	ok",1,0,0,0,0,2,0,0,0
"NA No more Chathead Popups?	Gees that's the only reason why I installed this app and now it's gone :| bye messeger :(  I don't like the Facebook app either, just another app that eats ram... --&gt;Browsers, all in one",1,0,0,0,0,40,1,0,0
"NA Seriously needed permissions?? I think not!!	Why in the world would I give anyone or application the right to make phone calls through my phone, edit my text messages and send them, take video and pictures?? This is sadly getting worse with each update and this is supposed to be a security program??? I was pleased at first with this app but have no respect for it or the idiots coming up with these updates. This needs to stop!!! Next you will need to access my credit report. Here's an idea, DELETED!!!!!!
",1,0,0,0,0,92,1,1,0
"NA Terrible
",1,0,0,0,0,2,0,0,0
"NA Upside down	HTC one. Yes upside down",1,0,0,0,0,7,0,0,0
"NA Good	Good",1,0,0,0,0,2,0,0,0
"NA Fix it	What has happen to the weekly levels",1,0,0,0,0,9,0,0,0
NA Rubbish,1,0,0,0,0,2,0,0,0
"NA Awsis	Very nice app",1,0,0,0,0,4,0,0,0
NA I,1,0,0,0,0,2,0,0,0
"NA I have already paid	I paid for the game now they want more money for the whole experience.",1,0,0,0,0,18,0,0,0
"NA Hk$7.7 only	So cheap!!!!",1,0,0,0,0,4,0,1,0
"NA Lousy	This print tool is not worth your money!:-(
",1,0,0,0,0,9,0,1,0
"NA Not free
",1,0,0,0,0,3,0,0,0
"NA Bad	I got this and it willnot install on my cell and now if willnot refund me very uncool ...
",1,0,0,0,0,20,0,0,0
NA Nice,1,0,0,0,0,2,0,0,0
"NA Poor in comparison with Yahoo! and Outlook	Poor",1,0,0,0,0,8,0,1,0
"NA Too lag	Too many ads..make my hp lag",1,0,0,0,0,8,0,0,0
"NA Doesnt work	Teamspeaks preloaded channel works, but app crashes upon connecting to any other server. Too bad, could've been useful.",1,0,0,0,0,20,0,0,0
"NA Poor	Don't care for it",1,0,0,0,0,5,0,0,0
"NA Still work to do please change it.........	Not impressed needs a lot of work ........",1,0,0,0,0,15,0,0,0
"NA Get it working!	This game hasn't worked on my phone for months now.",1,0,0,0,0,13,0,1,0
"NA Discrasefull	They make us uninstall just to charge us 1.99 when you can download or free I would of never used it again but my online job is through teamspeak and I'm always on the move ducking bankers honestly",1,0,0,0,0,39,0,0,0
"NA imran	is good",1,0,0,0,0,3,0,0,0
"NA Online mode is awful	Dont buy if you expect to play others online. Servers are abysmal and its getting to the point of pointlessness in trying to get a game going.",2,0,0,0,0,31,0,0,0
"NA Need help	How do I connect to my game server, Thank You but only 2 stars till I get an answer :-D",2,0,0,0,0,22,0,0,0
"NA dnt dwnload	it has very few editing tools  but the black white effect are so many types it is really impressive",2,0,0,0,0,22,0,0,0
"NA J	/
",2,0,0,0,0,2,0,0,0
NA In between,2,0,0,0,0,3,0,0,0
"NA Rip off	.. What comes basic in most quality editors, this app wants us to buy at up to $2 each totalling over $30.00!!!!?? what a rip off! It doesn't even have hue which I use more then any other filter. Highly dissatisfied! There are hundreds of editors in the play store plus most phones come with one that's fairly decent...  hit share to find yours.  Uninstalled.",2,0,0,0,0,69,1,1,0
NA Blahh,2,0,0,0,0,2,0,0,0
"NA I lov	Mmmm",2,0,0,0,0,3,0,0,0
NA Nice,2,0,0,0,0,2,0,0,0
"NA Nice	Call you me",2,0,0,0,0,4,0,0,0
"NA Good	Slowed",2,0,0,0,0,2,0,0,0
"NA 10 year old package that barely works. Total waste of $15!	Doesn't display many word documents and excel files.  Editing with that is a torture. I bought it because it was the best for Palm and blackberry. Wasted $15.. OfficeSuite 7 is the that does the job done.",2,0,0,0,0,49,0,1,0
"NA I want my money back	The one thing I hate about it always doesn't work it works when it wants to apps should be 99 cents instead of three dollars I don't think it's worth $3 I recommend you do not buy it unless you have money to waste!",2,0,0,0,0,49,0,1,0
"NA a	a",2,0,0,0,0,2,0,0,0
"NA Good	Good aps",2,0,0,0,0,3,0,0,0
"NA Costs too much and too many add ons	Despite its many options, I've had experienced many issues with this product. It has crashed quite a few times already in the last two days, moreover why do I have to pay so much for 'add ons' that should be standard such as fonts and dictionary? This just shows the developer is being too greedy.  In addition it seems to be very slow on my nexus 10",2,0,0,0,0,76,1,0,0
"NA Abysmal controls and AI, repetitive campaign	Fun game, abysmal controls and AI.  Why on earth team 17 opted for touch controls instead of virtual arrows or a d-pad, I have no idea. Now the AI: uses grenades or bazooka about 90 percent of the time with absolute perfection. Calculating wind speeds and never missing a single shot even if it is necessary to shoot in the complete opposite direction and rely solely on wind. Please make it more human and make it use the other weapons a lot more often. Plus the campaign is just skirmish,  no actual missions.",2,0,0,0,0,101,0,0,0
"NA Nice	I like it",2,0,0,0,0,4,0,0,0
"NA Awkward menus	I bought this app. ..quickly attempted to do my most common types of formatting, and found it very slowly and fiddly on my note 2.  Much better on the BlackBerry.  So, as quickly as I could, I attempt to un install and get a refund, can't!!! So am I stuck?",2,0,0,0,0,54,1,1,0
"NA AVG	Tried and tried and tried to use the AVG find my phone part of this app. . Didn't find it once just kept saying try later.. so I did and kept on trying.. I paid for this app so I kind of expect it to work?? Not enough to the app either. . Dull to use.. looks Dull and had I not paid for it I would delete in a heart beat..
",2,0,0,0,0,73,1,0,0
NA Lacks features and options,2,0,0,0,0,5,0,0,0
"NA Good..	Nice....",2,0,0,0,0,2,0,0,0
"NA yo	yo",2,0,0,0,0,2,0,0,0
"NA Bisso	Pp",2,0,0,0,0,2,0,0,0
"NA Not horrible...but	All in all, it's in the tradition of the franchise. In campaign mode it's pretty annoying that the AI never misses, and the wind is always exactly what it needs to hit.",2,0,0,0,0,34,0,0,0
"NA Ehhh	Every level after 19 is ridiculously hard.  The enemy worms take hardly any damage and seem to aim perfectly through the tiniest spaces while your worms die by 1st or 2nd turn,  leaving you with 1 worm against 8 or 9... I'm ready to uninstall",2,0,0,0,0,48,0,0,0
"NA Specs fail	I noticed the same on my note 2 it says tht i have dual-core...
",2,0,0,0,0,16,0,0,0
"NA Grt	Gud",2,0,0,0,0,2,0,0,0
